DATE,TIME,PICK UP ADDRESS
9/22/2014,8:02:00 PM," 756 Saint Anns Ave South Bronx, BX"
9/22/2014,8:03:00 PM," 643 Tinton Ave South Bronx, BX"
9/22/2014,8:04:00 PM," 625 E 141st St Mott Haven, BX"
9/22/2014,8:04:00 PM," 999 Kelly St Foxhurst, BX"
9/22/2014,8:05:00 PM," 340 Alexander Ave Mott Haven, BX"
9/22/2014,8:05:00 PM," 520 Concord Ave South Bronx, BX"
9/22/2014,8:06:00 PM," 610 Trinity Ave South Bronx, BX"
9/22/2014,8:06:00 PM," 681 Courtlandt Ave Cortlandt, BX"
9/22/2014,8:07:00 PM," 890 Prospect Ave Foxhurst, BX"
9/22/2014,8:08:00 PM," 506 Jackson Ave South Bronx, BX"
9/22/2014,8:10:00 PM,"THE STORAGE  112 Bruckner Blvd Soundview, BX"
9/22/2014,8:13:00 PM," 683 E 140th St Mott Haven, BX"
9/22/2014,8:14:00 PM," 835 Home St Foxhurst, BX"
9/22/2014,8:15:00 PM," 510 E 146th St South Bronx, BX"
9/22/2014,8:16:00 PM," 727 E 136th St Mott Haven, BX"
9/22/2014,8:23:00 PM," 331 E 132nd St Mott Haven, BX"
9/22/2014,8:24:00 PM," 610 Trinity Ave South Bronx, BX"
9/22/2014,8:25:00 PM," 600 E 137th St Mott Haven, BX"
9/22/2014,8:26:00 PM," 520 E 137th St Mott Haven, BX"
9/22/2014,8:26:00 PM," 731 E 161st St Morrisania, BX"
9/22/2014,8:29:00 PM," 2405 Marion Ave Fordham, BX"
9/22/2014,8:30:00 PM," 340 Morris Ave Cortlandt, BX"
9/22/2014,8:31:00 PM," 370 Morris Ave Cortlandt, BX"
9/22/2014,8:33:00 PM," 2615 3rd Ave Cortlandt, BX"
9/22/2014,8:33:00 PM," 999 Kelly St Foxhurst, BX"
9/22/2014,8:36:00 PM," 800 E 149th St South Bronx, BX"
9/22/2014,8:37:00 PM," 530 E 137th St Mott Haven, BX"
9/22/2014,8:37:00 PM," 530 E 144th St Mott Haven, BX"
9/22/2014,8:37:00 PM," 2615 3rd Ave Cortlandt, BX"
9/22/2014,8:38:00 PM," 80 Bruckner Blvd Mott Haven, BX"
9/22/2014,8:39:00 PM," 620 E 137th St Mott Haven, BX"
9/22/2014,8:45:00 PM," 680 Tinton Ave South Bronx, BX"
9/22/2014,8:46:00 PM," 355 E 143rd St Mott Haven, BX"
9/22/2014,8:47:00 PM,"factory  213 E 138th St Cortlandt, BX"
9/22/2014,8:47:00 PM," 561 Cauldwell Ave South Bronx, BX"
9/22/2014,8:48:00 PM," 325 E 143rd St Cortlandt, BX"
9/22/2014,8:50:00 PM," 455 E 146th St South Bronx, BX"
9/22/2014,8:53:00 PM," 3050 Park Ave Cortlandt, BX"
9/22/2014,8:57:00 PM," 711 E 140th St Mott Haven, BX"
9/22/2014,9:00:00 PM," 103 White Plains Rd Clason Point, BX"
9/22/2014,9:00:00 PM," 510 E 146th St South Bronx, BX"
9/22/2014,9:02:00 PM," 380 E 143rd St Mott Haven, BX"
9/22/2014,9:02:00 PM," 189 Cross St City Island, BX"
9/22/2014,9:02:00 PM," 302 E 139th St Mott Haven, BX"
9/22/2014,9:03:00 PM," 2871 Middletown Rd Morris Park, BX"
9/22/2014,9:03:00 PM," 550 Cauldwell Ave South Bronx, BX"
9/22/2014,9:03:00 PM," 420 E 146th St South Bronx, BX"
9/22/2014,9:04:00 PM," 353 Cypress Ave Mott Haven, "
9/22/2014,9:04:00 PM," 300 Canal Pl Cortlandt, BX"
9/22/2014,9:05:00 PM," 3055 3rd Ave Cortlandt, BX"
9/22/2014,9:06:00 PM," 620 Trinity Ave South Bronx, BX"
9/22/2014,9:08:00 PM," 639 E 169th St Morrisania, BX"
9/22/2014,9:09:00 PM," 455 Jackson Ave South Bronx, BX"
9/22/2014,9:10:00 PM," 853 Macy Pl South Bronx, BX"
9/22/2014,9:10:00 PM," 587 E 139th St Mott Haven, BX"
9/22/2014,9:11:00 PM," 631 E 140th St Mott Haven, BX"
9/22/2014,9:14:00 PM," 703 E 137th St Mott Haven, BX"
9/22/2014,9:14:00 PM," 771 Jackson Ave Morrisania, BX"
9/22/2014,9:15:00 PM, 1514 Madison Ave NYC
9/22/2014,9:15:00 PM," 305 E 153rd St Cortlandt, BX"
9/22/2014,9:16:00 PM," 346 E 156th St Cortlandt, BX"
9/22/2014,9:19:00 PM," 370 Brook Ave Mott Haven, BX"
9/22/2014,9:19:00 PM," 390 Jackson Ave South Bronx, BX"
9/22/2014,9:21:00 PM," 1380 University Ave High Bridge, BX"
9/22/2014,9:23:00 PM," 657 Casanova St Hunts Point, BX"
9/22/2014,9:25:00 PM," 55 Bruckner Blvd Mott Haven, BX"
9/22/2014,9:26:00 PM," 340 Beekman Ave Mott Haven, BX"
9/22/2014,9:28:00 PM," 69 Bruckner Blvd Mott Haven, BX"
9/22/2014,9:29:00 PM,"SAINT ANN PARKING LOT 515 E 143rd St Mott Haven, BX"
9/22/2014,9:30:00 PM," 531 E 148th St South Bronx, BX"
9/22/2014,9:30:00 PM," 340 Alexander Ave Mott Haven, BX"
9/22/2014,9:31:00 PM," 530 E 146th St South Bronx, BX"
9/22/2014,9:36:00 PM," 348 Beekman Ave Mott Haven, BX"
9/22/2014,9:36:00 PM," 795 E 151st St South Bronx, BX"
9/22/2014,9:37:00 PM," 681 Courtlandt Ave Cortlandt, BX"
9/22/2014,9:40:00 PM," 458 E 143rd St Mott Haven, BX"
9/22/2014,9:41:00 PM," 3073 Park Ave Cortlandt, BX"
9/22/2014,9:42:00 PM," 308 E 145th St Cortlandt, BX"
9/22/2014,9:43:00 PM," 480 Concord Ave South Bronx, BX"
9/22/2014,9:43:00 PM," 483 Willis Ave South Bronx, BX"
9/22/2014,9:49:00 PM,"dead end 350 E 137th St Mott Haven, BX"
9/22/2014,9:54:00 PM," 390 E 158th St Cortlandt, BX"
9/22/2014,10:01:00 PM," 550 E 147th St South Bronx, BX"
9/22/2014,10:01:00 PM," 1024 Walton Ave High Bridge, BX"
9/22/2014,10:03:00 PM," 115 Bruckner Blvd Mott Haven, BX"
9/22/2014,10:04:00 PM," 498 E 139th St Mott Haven, BX"
9/22/2014,10:05:00 PM," 471 Wales Ave South Bronx, BX"
9/22/2014,10:07:00 PM," 430 Grand Concourse Cortlandt, BX"
9/22/2014,10:10:00 PM," 584 Union Ave South Bronx, BX"
9/22/2014,10:13:00 PM," 647 Cauldwell Ave South Bronx, "
9/22/2014,10:15:00 PM," 675 Morris Ave Cortlandt, BX"
9/22/2014,10:15:00 PM," 351 Beekman Ave Mott Haven, BX"
9/22/2014,10:18:00 PM," 515 E 143rd St Mott Haven, BX"
9/22/2014,10:18:00 PM," 1750 Topping Ave Tremont, BX"
9/22/2014,10:19:00 PM," 683 E 140th St Mott Haven, BX"
9/22/2014,10:23:00 PM," 592 E 141st St Mott Haven, BX"
9/22/2014,10:23:00 PM," 1760 Topping Ave Tremont, BX"
9/22/2014,10:24:00 PM," 80 Bruckner Blvd Mott Haven, BX"
9/22/2014,10:27:00 PM," 313 E 141st St Mott Haven, BX"
9/22/2014,10:27:00 PM," 1373 Washington Ave Morrisania, BX"
9/22/2014,10:28:00 PM," 331 E 132nd St Mott Haven, BX"
9/22/2014,10:30:00 PM," 1750 Topping Ave Tremont, BX"
9/22/2014,10:32:00 PM," 710 Tinton Ave South Bronx, BX"
9/22/2014,10:34:00 PM," 281 E 153rd St Cortlandt, BX"
9/22/2014,10:36:00 PM," 151 E 151st St Cortlandt, BX"
9/22/2014,10:36:00 PM," 1750 Topping Ave Tremont, BX"
9/22/2014,10:37:00 PM," 620 Trinity Ave South Bronx, BX"
9/22/2014,10:38:00 PM," 615 E 141st St Mott Haven, BX"
9/22/2014,10:39:00 PM," 675 E 140th St Mott Haven, BX"
9/22/2014,10:42:00 PM," 331 E 132nd St Mott Haven, BX"
9/22/2014,10:44:00 PM," 681 Courtlandt Ave Cortlandt, BX"
9/22/2014,10:44:00 PM," 681 Courtlandt Ave Cortlandt, BX"
9/22/2014,10:51:00 PM," 511 E 146th St South Bronx, BX"
9/22/2014,10:53:00 PM," 1097 Forest Ave Morrisania, BX"
9/22/2014,10:56:00 PM," 285 E 156th St Cortlandt, BX"
9/22/2014,10:56:00 PM, 10 W 135 St NYC
9/22/2014,10:58:00 PM," 837 Trinity Ave Morrisania, BX"
9/22/2014,10:58:00 PM," 528 E 142nd St Mott Haven, BX"
9/22/2014,10:59:00 PM, 541 W 147 St NYC
9/22/2014,11:00:00 PM," 308 E 151st St Cortlandt, BX"
9/22/2014,11:03:00 PM," 410 E 134th St Mott Haven, BX"
9/22/2014,11:06:00 PM," 920 Trinity Ave Morrisania, BX"
9/22/2014,11:06:00 PM," 674 E 149th St South Bronx, BX"
9/22/2014,11:07:00 PM," 463 E 137th St Mott Haven, BX"
9/22/2014,11:15:00 PM," 625 E 141st St Mott Haven, BX"
9/22/2014,11:15:00 PM," 460 E 147th St South Bronx, BX"
9/22/2014,11:15:00 PM," 445 E 141st St Mott Haven, BX"
9/22/2014,11:18:00 PM," 433 Brook Ave Mott Haven, BX"
9/22/2014,11:18:00 PM," 282 Brook Ave Mott Haven, BX"
9/22/2014,11:19:00 PM," 745 E 152nd St South Bronx, BX"
9/22/2014,11:20:00 PM,"dunkin donuts  E 149th St Cortlandt, BX"
9/22/2014,11:20:00 PM," 511 E 146th St South Bronx, BX"
9/22/2014,11:21:00 PM," 547 Southern Blvd South Bronx, BX"
9/22/2014,11:23:00 PM," 325 E 143rd St Cortlandt, BX"
9/22/2014,11:26:00 PM," 328 E 145th St Cortlandt, BX"
9/22/2014,11:28:00 PM," 615 E 141st St Mott Haven, BX"
9/22/2014,11:31:00 PM," 449 E 145th St Mott Haven, BX"
9/22/2014,11:31:00 PM," 400 Brook Ave Mott Haven, BX"
9/22/2014,11:32:00 PM," 450 E 143rd St Mott Haven, BX"
9/22/2014,11:32:00 PM," 1043 E 163rd St Foxhurst, BX"
9/22/2014,11:33:00 PM," 601 Oak Ter Mott Haven, BX"
9/22/2014,11:34:00 PM," 547 E 148th St South Bronx, BX"
9/22/2014,11:35:00 PM," 535 E 142nd St Mott Haven, BX"
9/22/2014,11:37:00 PM," 454 E 148th St South Bronx, BX"
9/22/2014,11:38:00 PM," 600 E 137th St Mott Haven, BX"
9/22/2014,11:39:00 PM," 383 E 141st St Mott Haven, BX"
9/22/2014,11:40:00 PM," 680 Tinton Ave South Bronx, BX"
9/22/2014,11:41:00 PM," 400 E 147th St South Bronx, BX"
9/22/2014,11:41:00 PM," 420 E 146th St South Bronx, BX"
9/22/2014,11:42:00 PM," 85 Bruckner Blvd Mott Haven, BX"
9/22/2014,11:42:00 PM," 1043 Southern Blvd Foxhurst, BX"
9/22/2014,11:42:00 PM," 527 E 148th St South Bronx, BX"
9/22/2014,11:43:00 PM," 449 E 145th St Mott Haven, BX"
9/22/2014,11:44:00 PM," 597 E 139th St Mott Haven, BX"
9/22/2014,11:45:00 PM," 750 Grand Concourse Cortlandt, BX"
9/22/2014,11:45:00 PM," 480 E 143rd St Mott Haven, BX"
9/22/2014,11:47:00 PM," 1043 E 163rd St Foxhurst, BX"
9/22/2014,11:49:00 PM," 488 E 139th St Mott Haven, BX"
9/22/2014,11:50:00 PM," 370 E 153rd St South Bronx, BX"
9/22/2014,11:51:00 PM,"voucher !! 215 E 161st St Cortlandt, BX"
9/22/2014,11:54:00 PM," 597 E 139th St Mott Haven, BX"
9/22/2014,11:56:00 PM," 1504 Sheridan Ave Tremont, BX"
9/22/2014,11:58:00 PM," 455 Jackson Ave South Bronx, BX"
9/23/2014,12:05:00 AM," 303 Saint Anns Ave Mott Haven, BX"
9/23/2014,12:07:00 AM," 440 Jackson Ave South Bronx, BX"
9/23/2014,12:07:00 AM," 283 Cypress Ave Mott Haven, BX"
9/23/2014,12:09:00 AM," 910 Prospect Ave Foxhurst, BX"
9/23/2014,12:10:00 AM," 726 E 152nd St South Bronx, BX"
9/23/2014,12:14:00 AM," 328 Beekman Ave Mott Haven, BX"
9/23/2014,12:19:00 AM,"mini van  151 E 151st St Cortlandt, BX"
9/23/2014,12:22:00 AM," 874 E 139th St Mott Haven, BX"
9/23/2014,12:24:00 AM," 388 E 141st St Mott Haven, BX"
9/23/2014,12:24:00 AM," 2701 Marion Ave Fordham, BX"
9/23/2014,12:25:00 AM," 353 E 141st St Mott Haven, BX"
9/23/2014,12:31:00 AM," 467 E 143rd St Mott Haven, BX"
9/23/2014,12:32:00 AM," 641 Eagle Ave South Bronx, BX"
9/23/2014,12:32:00 AM," 585 Cauldwell Ave South Bronx, BX"
9/23/2014,12:33:00 AM," 769 Beck St South Bronx, BX"
9/23/2014,12:34:00 AM," 874 E 139th St Mott Haven, BX"
9/23/2014,12:37:00 AM," 912 Courtlandt Ave Cortlandt, BX"
9/23/2014,12:37:00 AM, 70 W 95 St NYC
9/23/2014,12:38:00 AM," 525 Jackson Ave South Bronx, BX"
9/23/2014,12:39:00 AM," 341 E 146th St Cortlandt, BX"
9/23/2014,12:41:00 AM," 645 Westchester Ave South Bronx, BX"
9/23/2014,12:43:00 AM," 151 E 151st St Cortlandt, BX"
9/23/2014,12:47:00 AM," 464 E 159th St Cortlandt, BX"
9/23/2014,12:50:00 AM," 202 Brown Pl Mott Haven, BX"
9/23/2014,12:53:00 AM,"dead end  360 E 137th St Mott Haven, BX"
9/23/2014,12:55:00 AM," 370 Brook Ave Mott Haven, BX"
9/23/2014,1:01:00 AM," 514 Tinton Ave South Bronx, BX"
9/23/2014,1:01:00 AM," 500 Southern Blvd South Bronx, BX"
9/23/2014,1:02:00 AM,"Voucher ! 215 E 161st St Cortlandt, BX"
9/23/2014,1:03:00 AM,"VOUCHER !!! 215 E 161st St Cortlandt, BX"
9/23/2014,1:05:00 AM," 512 E 145th St Mott Haven, BX"
9/23/2014,1:06:00 AM," 704 Brook Ave South Bronx, BX"
9/23/2014,1:11:00 AM," 173 Brook Ave Mott Haven, BX"
9/23/2014,1:11:00 AM," 314 Cypress Ave Mott Haven, BX"
9/23/2014,1:12:00 AM," 525 Jackson Ave South Bronx, BX"
9/23/2014,1:12:00 AM," 905 Tinton Ave Morrisania, BX"
9/23/2014,1:13:00 AM," 706 Brook Ave South Bronx, BX"
9/23/2014,1:14:00 AM,"Voucher !!! 215 E 161st St Cortlandt, BX"
9/23/2014,1:17:00 AM," 673 Cauldwell Ave South Bronx, BX"
9/23/2014,1:19:00 AM," 874 E 139th St Mott Haven, BX"
9/23/2014,1:21:00 AM,"Voucher !!! 215 E 161st St Cortlandt, BX"
9/23/2014,1:27:00 AM," 327 Beekman Ave Mott Haven, BX"
9/23/2014,1:28:00 AM," 727 E 136th St Mott Haven, BX"
9/23/2014,1:28:00 AM," 353 E 141st St Mott Haven, BX"
9/23/2014,1:29:00 AM," 745 E 152nd St South Bronx, BX"
9/23/2014,1:31:00 AM," 475 Willis Ave South Bronx, BX"
9/23/2014,1:43:00 AM," 545 E 145th St Mott Haven, BX"
9/23/2014,1:43:00 AM," 674 E 136th St Mott Haven, BX"
9/23/2014,1:46:00 AM," 511 E 146th St South Bronx, BX"
9/23/2014,1:50:00 AM," 349 E 138th St Mott Haven, BX"
9/23/2014,1:55:00 AM," 2746 Decatur Ave Fordham, BX"
9/23/2014,1:58:00 AM," 874 E 139th St Mott Haven, BX"
9/23/2014,2:04:00 AM," 512 E 148th St South Bronx, BX"
9/23/2014,2:26:00 AM," 958 Rev James A Polite Ave Foxhurst, BX"
9/23/2014,2:33:00 AM," 874 E 139th St Mott Haven, BX"
9/23/2014,2:34:00 AM," 210 Willis Ave Mott Haven, BX"
9/23/2014,2:38:00 AM," 736 Commonwealth Ave Clason Point, BX"
9/23/2014,2:38:00 AM," 545 E 145th St Mott Haven, BX"
9/23/2014,2:42:00 AM," 912 Kelly St Foxhurst, BX"
9/23/2014,2:44:00 AM," 383 E 141st St Mott Haven, BX"
9/23/2014,2:46:00 AM," 435 E 153rd St South Bronx, BX"
9/23/2014,2:57:00 AM," 610 Trinity Ave South Bronx, BX"
9/23/2014,2:59:00 AM," 656 Cauldwell Ave South Bronx, BX"
9/23/2014,3:08:00 AM," 808 Courtlandt Ave Cortlandt, BX"
9/23/2014,3:11:00 AM," 694 E 149th St South Bronx, BX"
9/23/2014,3:20:00 AM," 303 E 135th St Mott Haven, BX"
9/23/2014,3:25:00 AM," 355 E 143rd St Mott Haven, BX"
9/23/2014,3:25:00 AM," 370 Brook Ave Mott Haven, BX"
9/23/2014,3:37:00 AM," 352 E 152nd St Cortlandt, BX"
9/23/2014,3:44:00 AM," 612 Mead St Westfarms, BX"
9/23/2014,3:47:00 AM," 175 Alexander Ave Mott Haven, BX"
9/23/2014,3:52:00 AM," 706 Brook Ave South Bronx, BX"
9/23/2014,4:00:00 AM," 611 E 149th St South Bronx, BX"
9/23/2014,4:03:00 AM," 1391 Stebbins Ave Foxhurst, BX"
9/23/2014,4:14:00 AM," 2505 Park Ave Cortlandt, BX"
9/23/2014,4:26:00 AM," 874 E 139th St Mott Haven, BX"
9/23/2014,4:37:00 AM," 622 Melrose Ave South Bronx, BX"
9/23/2014,4:45:00 AM," 671 Westchester Ave South Bronx, BX"
9/23/2014,4:45:00 AM," 300 E 143rd St Cortlandt, BX"
9/23/2014,4:46:00 AM," 281 E 153rd St Cortlandt, BX"
9/23/2014,4:56:00 AM," 752 Kelly St South Bronx, BX"
9/23/2014,4:57:00 AM," 315 E 143rd St Cortlandt, BX"
9/23/2014,5:05:00 AM," 706 Brook Ave South Bronx, BX"
9/23/2014,5:15:00 AM," 331 E 132nd St Mott Haven, BX"
9/23/2014,5:17:00 AM," 285 E 156th St Cortlandt, BX"
9/23/2014,5:17:00 AM,"credit card  436 E 149th St South Bronx, BX"
9/23/2014,5:17:00 AM," 488 E 139th St Mott Haven, BX"
9/23/2014,5:24:00 AM," 620 Trinity Ave South Bronx, BX"
9/23/2014,5:30:00 AM,"bakery  E 132nd St Mott Haven, BX"
9/23/2014,5:30:00 AM," 810 E 152nd St South Bronx, BX"
9/23/2014,5:35:00 AM,"parking lot  530 Bergen Ave South Bronx, BX"
9/23/2014,5:38:00 AM," 481 Wales Ave South Bronx, BX"
9/23/2014,5:41:00 AM," 521 E 146th St South Bronx, BX"
9/23/2014,5:42:00 AM," 225 Willis Ave Mott Haven, BX"
9/23/2014,5:43:00 AM," 780 Saint Anns Ave South Bronx, BX"
9/23/2014,5:53:00 AM," 351 E 152nd St Cortlandt, BX"
9/23/2014,5:54:00 AM," 760 Melrose Ave Cortlandt, BX"
9/23/2014,5:55:00 AM," 586 Southern Blvd South Bronx, BX"
9/23/2014,5:58:00 AM," 455 E 137th St Mott Haven, BX"
9/23/2014,6:03:00 AM," 511 E 146th St South Bronx, BX"
9/23/2014,6:03:00 AM," 1027 Leggett Ave South Bronx, BX"
9/23/2014,6:08:00 AM," 540 Concord Ave South Bronx, BX"
9/23/2014,6:08:00 AM," 507 E 140th St Mott Haven, BX"
9/23/2014,6:11:00 AM," 810 E 152nd St South Bronx, BX"
9/23/2014,6:23:00 AM," 537 Tinton Ave South Bronx, BX"
9/23/2014,6:23:00 AM," 271 E 143rd St Cortlandt, BX"
9/23/2014,6:23:00 AM," 432 Concord Ave South Bronx, BX"
9/23/2014,6:24:00 AM," 436 E 149th St South Bronx, BX"
9/23/2014,6:28:00 AM," 301 E 156th St Cortlandt, BX"
9/23/2014,6:30:00 AM," 350 Saint Anns Ave Mott Haven, BX"
9/23/2014,6:35:00 AM," 874 E 139th St Mott Haven, BX"
9/23/2014,6:35:00 AM," 1138 Washington Ave Morrisania, BX"
9/23/2014,6:37:00 AM," 390 E 159th St Cortlandt, BX"
9/23/2014,6:38:00 AM," 550 Cauldwell Ave South Bronx, BX"
9/23/2014,6:38:00 AM," 671 Westchester Ave South Bronx, BX"
9/23/2014,6:41:00 AM," 3468 Park Ave Morrisania, BX"
9/23/2014,6:42:00 AM," 436 E 149th St South Bronx, BX"
9/23/2014,6:44:00 AM," 735 Walton Ave Cortlandt, BX"
9/23/2014,6:44:00 AM," 770 E 166th St Morrisania, BX"
9/23/2014,6:46:00 AM," 300 E 143rd St Cortlandt, BX"
9/23/2014,6:46:00 AM," 785 Courtlandt Ave Cortlandt, BX"
9/23/2014,6:47:00 AM," 525 E 146th St South Bronx, BX"
9/23/2014,6:50:00 AM," 404 E 141st St Mott Haven, BX"
9/23/2014,6:50:00 AM," 595 Trinity Ave South Bronx, BX"
9/23/2014,6:53:00 AM," 545 E 145th St Mott Haven, BX"
9/23/2014,6:54:00 AM," 875 E 147th St South Bronx, BX"
9/23/2014,7:01:00 AM," 507 E 140th St Mott Haven, BX"
9/23/2014,7:01:00 AM," 680 Tinton Ave South Bronx, BX"
9/23/2014,7:03:00 AM," 587 E 139th St Mott Haven, BX"
9/23/2014,7:04:00 AM," 370 Brook Ave Mott Haven, BX"
9/23/2014,7:04:00 AM," 1064 Sheridan Ave Morrisania, BX"
9/23/2014,7:06:00 AM," 675 E 140th St Mott Haven, BX"
9/23/2014,7:07:00 AM, 331 E 132nd St Bronx
9/23/2014,7:09:00 AM," 716 Saint Anns Ave South Bronx, BX"
9/23/2014,7:09:00 AM," 331 E 132nd St Mott Haven, BX"
9/23/2014,7:09:00 AM," 80 Bruckner Blvd Mott Haven, BX"
9/23/2014,7:09:00 AM," 636 Wales Ave South Bronx, BX"
9/23/2014,7:11:00 AM," 759 Eagle Ave Morrisania, BX"
9/23/2014,7:15:00 AM," 620 Trinity Ave South Bronx, BX"
9/23/2014,7:15:00 AM, 517 E 144 St Bronx
9/23/2014,7:15:00 AM," 528 E 142nd St Mott Haven, BX"
9/23/2014,7:16:00 AM," 436 E 149th St South Bronx, BX"
9/23/2014,7:16:00 AM," 2615 3rd Ave Cortlandt, BX"
9/23/2014,7:16:00 AM," 460 E 147th St South Bronx, BX"
9/23/2014,7:16:00 AM," 837 Trinity Ave Morrisania, BX"
9/23/2014,7:17:00 AM," 837 Trinity Ave Morrisania, BX"
9/23/2014,7:17:00 AM," 383 E 141st St Mott Haven, BX"
9/23/2014,7:18:00 AM,MINOR! 575 E 140th St Bronx
9/23/2014,7:20:00 AM," 340 Beekman Ave Mott Haven, BX"
9/23/2014,7:21:00 AM," 327 Concord Ave South Bronx, BX'"
9/23/2014,7:23:00 AM," 455 E 140th St Mott Haven, BX"
9/23/2014,7:25:00 AM," 1224 Prospect Ave Foxhurst, BX"
9/23/2014,7:25:00 AM," 890 Courtlandt Ave Cortlandt, BX"
9/23/2014,7:26:00 AM," 331 E 146th St Cortlandt, BX"
9/23/2014,7:26:00 AM," 597 E 139th St Mott Haven, BX"
9/23/2014,7:27:00 AM," 684 Eagle Ave South Bronx, BX"
9/23/2014,7:27:00 AM," 520 E 142nd St Mott Haven, BX"
9/23/2014,7:29:00 AM," 325 Cypress Ave Mott Haven, BX"
9/23/2014,7:29:00 AM," 607 Westchester Ave South Bronx, BX"
9/23/2014,7:30:00 AM," 745 E 152nd St South Bronx, BX"
9/23/2014,7:31:00 AM," 461 Willis Ave South Bronx, BX"
9/23/2014,7:32:00 AM," 815 E 152nd St South Bronx, BX"
9/23/2014,7:32:00 AM," 388 E 141st St Mott Haven, BX"
9/23/2014,7:32:00 AM," 861 E 163rd St Foxhurst, BX"
9/23/2014,7:32:00 AM," 625 Jackson Ave South Bronx, BX"
9/23/2014,7:32:00 AM," 545 E 145th St Mott Haven, BX"
9/23/2014,7:37:00 AM," 680 Tinton Ave South Bronx, BX"
9/23/2014,7:37:00 AM," 875 Melrose Ave Cortlandt, BX"
9/23/2014,7:37:00 AM," 674 E 149th St South Bronx, BX"
9/23/2014,7:38:00 AM," 455 E 146th St South Bronx, BX"
9/23/2014,7:38:00 AM," 666 Southern Blvd South Bronx, BX"
9/23/2014,7:38:00 AM," 458 E 143rd St Mott Haven, BX"
9/23/2014,7:40:00 AM," 865 E 167th St Foxhurst, BX"
9/23/2014,7:41:00 AM," 331 E 146th St Cortlandt, BX"
9/23/2014,7:42:00 AM,"MINOR  725 Fox St South Bronx, BX"
9/23/2014,7:43:00 AM," 674 Saint Anns Ave South Bronx, BX"
9/23/2014,7:43:00 AM," 609 E 156th St South Bronx, BX"
9/23/2014,7:43:00 AM," 520 E 144th St Mott Haven, BX"
9/23/2014,7:43:00 AM," 653 Cauldwell Ave South Bronx, BX"
9/23/2014,7:45:00 AM," 177 Alexander Ave Mott Haven, BX"
9/23/2014,7:46:00 AM," 463 Willis Ave South Bronx, BX"
9/23/2014,7:46:00 AM,"CREDIT CARD! 740 E 149th St South Bronx, BX"
9/23/2014,7:46:00 AM," 232 Cypress Ave Mott Haven, BX"
9/23/2014,7:47:00 AM," 303 E 135th St Mott Haven, BX"
9/23/2014,7:48:00 AM," 169 Cypress Ave Mott Haven, BX"
9/23/2014,7:48:00 AM," 175 Willis Ave Mott Haven, BX"
9/23/2014,7:48:00 AM," 436 E 149th St South Bronx, BX"
9/23/2014,7:49:00 AM," 549 E 148th St South Bronx, BX"
9/23/2014,7:52:00 AM," 1262 College Ave Morrisania, BX"
9/23/2014,7:53:00 AM," 308 E 145th St Cortlandt, BX"
9/23/2014,7:54:00 AM," 354 Cypress Ave Mott Haven, BX"
9/23/2014,7:54:00 AM," 370 Brook Ave Mott Haven, BX"
9/23/2014,7:54:00 AM," 1997 Hughes Ave Tremont, BX"
9/23/2014,7:55:00 AM,"BROOK AVE CORNNER   E 141st St Mott Haven, BX"
9/23/2014,7:56:00 AM," 555 Hutchinson River Pkwy Throgs Neck, BX"
9/23/2014,7:56:00 AM," 559 Southern Blvd South Bronx, BX"
9/23/2014,7:56:00 AM," 522 E 149th St South Bronx, BX"
9/23/2014,7:58:00 AM," 525 Jackson Ave South Bronx, BX"
9/23/2014,8:00:00 AM," 331 E 132nd St Mott Haven, BX"
9/23/2014,8:03:00 AM," 2625 3rd Ave Cortlandt, BX"
9/23/2014,8:04:00 AM, 645 Prospect Ave Bronx
9/23/2014,8:05:00 AM,"SCHOOL! 468 E 140th St Mott Haven, BX"
9/23/2014,8:07:00 AM," 620 Trinity Ave South Bronx, BX"
9/23/2014,8:07:00 AM," 678 Saint Anns Ave South Bronx, BX"
9/23/2014,8:08:00 AM," 550 Cauldwell Ave South Bronx, BX"
9/23/2014,8:10:00 AM," 500 Trinity Ave South Bronx, BX"
9/23/2014,8:11:00 AM," 500 Southern Blvd South Bronx, BX"
9/23/2014,8:11:00 AM," 820 Saint Anns Ave Morrisania, BX"
9/23/2014,8:12:00 AM," 584 Union Ave South Bronx, BX"
9/23/2014,8:13:00 AM," 532 E 148th St South Bronx, BX"
9/23/2014,8:14:00 AM," 520 E 156th St South Bronx, BX"
9/23/2014,8:15:00 AM," 800 Saint Anns Ave Morrisania, BX"
9/23/2014,8:16:00 AM," 468 E 140th St Mott Haven, BX"
9/23/2014,8:18:00 AM," 648 Jackson Ave South Bronx, BX"
9/23/2014,8:19:00 AM," 726 E 152nd St South Bronx, BX"
9/23/2014,8:20:00 AM," 351 Beekman Ave Mott Haven, BX"
9/23/2014,8:21:00 AM, 645 Prospect Ave Bronx
9/23/2014,8:22:00 AM," 688 Cauldwell Ave South Bronx, BX"
9/23/2014,8:24:00 AM," 620 E 141st St Mott Haven, BX"
9/23/2014,8:25:00 AM," 308 E 151st St Cortlandt, BX"
9/23/2014,8:26:00 AM," 357 E 153rd St South Bronx, BX"
9/23/2014,8:28:00 AM," 331 E 132nd St Mott Haven, BX"
9/23/2014,8:29:00 AM," 678 Saint Anns Ave South Bronx, BX"
9/23/2014,8:29:00 AM," 720 Saint Marys St Mott Haven, BX"
9/23/2014,8:30:00 AM," 346 Powers Ave Mott Haven, BX"
9/23/2014,8:32:00 AM," 469 Brook Ave South Bronx, BX"
